"";"X.."
"974";"9148- Liquidação / Cumprimento / Execução#,10658- Custas#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"975";"9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10658- Custas"
"976";"10658- Custas#,8928-  Prazo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"977";"7699- Juros de Mora - Legais / Contratuais#,7697- Correção Monetária#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução"
"978";"7697- Correção Monetária#,899- DIREITO CIVIL"
"979";"10431- Responsabilidade Civil#,10438- Dano Ambiental#,10439- Indenização por Dano Material#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10433- Indenização por Dano Moral"
"980";"10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,10438- Dano Ambiental#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"981";"10431- Responsabilidade Civil#,10438- Dano Ambiental#,10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,899- DIREITO CIVIL"
"982";"10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,10438- Dano Ambiental#,899- DIREITO CIVIL"
"983";"10438- Dano Ambiental#,10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,899- DIREITO CIVIL"
"984";"8874- Sucumbência#,10438- Dano Ambiental#,10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"985";"7699- Juros de Mora - Legais / Contratuais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"986";"11884- Fornecimento de Medicamentos#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"987";"6048- Contribuições Previdenciárias#,6065- Hora Extra#,14- DIREITO TRIBUTÁRIO"
"988";"6048- Contribuições Previdenciárias#,10308- Adicional de Serviço Noturno#,14- DIREITO TRIBUTÁRIO"
"989";"6048- Contribuições Previdenciárias#,10292- Adicional de Periculosidade#,14- DIREITO TRIBUTÁRIO"
"990";"8961- Antecipação de Tutela / Tutela Específica#,195- DIREITO PREVIDENCIÁRIO"
"991";"4805- Previdência privada#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"992";"6100- Aposentadoria Especial (Art. 57/8)#,195- DIREITO PREVIDENCIÁRIO"
"993";"5945- IPI/ Imposto sobre Produtos Industrializados#,10561- PIS - Importação#,14- DIREITO TRIBUTÁRIO"
"994";"9060- Prazo#,11782- Intimação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"995";"7760- Fornecimento de Energia Elétrica#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"996";"7703- Pagamento#,899- DIREITO CIVIL"
"997";"9163- Penhora / Depósito/ Avaliação#,8990- Provas#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"998";"4993- Recuperação judicial e Falência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"999";"8867- Substituição Processual#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1000";"6095- Aposentadoria por Incapacidade Permanente#,6120- RMI - Renda Mensal Inicial#,6179- Conversão#,195- DIREITO PREVIDENCIÁRIO"
"1001";"10686- Multa Cominatória / Astreintes#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1002";"9163- Penhora / Depósito/ Avaliação#,7661- Bem de Família (Voluntário)#,9593- Locação de Imóvel#,9592- Fiança#,899- DIREITO CIVIL"
"1003";"10635- Progressão de Regime#,7942- Execução Penal e de Medidas Alternativas#,1209- DIREITO PROCESSUAL PENAL"
"1004";"10433- Indenização por Dano Moral#,1156- DIREITO DO CONSUMIDOR"
"1005";"6005- Juros/Correção Monetária#,5935- Demonstrações Financeiras (DCTF)#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,14- DIREITO TRIBUTÁRIO"
"1006";"6005- Juros/Correção Monetária#,5935- Demonstrações Financeiras (DCTF)#,6036- Contribuição Social sobre o Lucro Líquido#,14- DIREITO TRIBUTÁRIO"
"1007";"9163- Penhora / Depósito/ Avaliação#,14- DIREITO TRIBUTÁRIO"
"1008";"8829- Competência#,10166- Conselhos Regionais de Fiscalização Profissional e Afins#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1009";"10684- Juros#,10543- Depósito Judicial#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1010";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8875- Ministério Público"
"1011";"5979- Responsabilidade tributária#,5980- Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante#,14- DIREITO TRIBUTÁRIO"
"1012";"10656- Honorários Advocatícios em Execução Contra a Fazenda Pública#,10672- Precatório#,10673- Requisição de Pequeno Valor - RPV#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1013";"10677- Busca e Apreensão#,9582- Alienação Fiduciária#,7703- Pagamento#,899- DIREITO CIVIL"
"1014";"7737- Cancelamento de Protesto#,7703- Pagamento#,899- DIREITO CIVIL"
"1015";"10166- Conselhos Regionais de Fiscalização Profissional e Afins#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1016";"6035- Cofins#,6012- Alíquota#,14- DIREITO TRIBUTÁRIO#,9597- Seguro#,9588- Corretagem"
"1017";"6035- Cofins#,6012- Alíquota#,9597- Seguro#,9588- Corretagem#,14- DIREITO TRIBUTÁRIO"
"1018";"14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,6008- Base de Cálculo"
"1019";"10159- Atualização de Conta#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1020";"6177- Concessão#,6104- Pensão por Morte (Art. 74/9)#,6171- Inclusão de Dependente#,195- DIREITO PREVIDENCIÁRIO"
"1021";"10138- Controle de Preços#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1022";"5979- Responsabilidade tributária#,10481- Propriedade Fiduciária#,7703- Pagamento#,5952- IPTU/ Imposto Predial e Territorial Urbano#,5956- Taxas#,14- DIREITO TRIBUTÁRIO"
"1023";"6220- Responsabilidade do Fornecedor#,1156- DIREITO DO CONSUMIDOR"
"1024";"6048- Contribuições Previdenciárias#,14- DIREITO TRIBUTÁRIO#,6031- Contribuições"
"1025";"6048- Contribuições Previdenciárias#,7703- Pagamento#,14- DIREITO TRIBUTÁRIO#,6031- Contribuições"
"1026";"6048- Contribuições Previdenciárias#,6068- Salário-Maternidade#,14- DIREITO TRIBUTÁRIO"
"1027";"9623- Anônima#,7698- Perdas e Danos#,899- DIREITO CIVIL"
"1028";"9026- Vícios Formais da Sentença#,10431- Responsabilidade Civil"
"1029";"10686- Multa Cominatória / Astreintes#,8961- Antecipação de Tutela / Tutela Específica"
"1030";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,4842- Reajuste de Prestações#,4840- Equivalência salarial"
"1031";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,8843- Assistência Judiciária Gratuita#,10528- Entidades Sem Fins Lucrativos"
"1032";"14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,6011- Fato Gerador/Incidência#,7617- Telefonia#,7626- Assinatura Básica Mensal"
"1033";"14- DIREITO TRIBUTÁRIO#,5990- Extinção do Crédito Tributário#,5994- Compensação"
"1034";"6011- Fato Gerador/Incidência#,14- DIREITO TRIBUTÁRIO#,6048- Contribuições Previdenciárias#,5990- Extinção do Crédito Tributário#,6031- Contribuições"
"1035";"8842- Partes e Procuradores#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9493- Capacidade Processual"
"1036";"9580- Espécies de Contratos#,4839- Sistema Financeiro da Habitação#,899- DIREITO CIVIL"
"1037";"14- DIREITO TRIBUTÁRIO#,6011- Fato Gerador/Incidência#,10531- ICMS / Incidência Sobre o Ativo Fixo#,5946- ICMS/ Imposto sobre Circulação de Mercadorias"
"1038";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8875- Ministério Público#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10028- Serviços#,10064- Saúde#,11884- Fornecimento de Medicamentos"
"1039";"10657- Honorários Advocatícios em FGTS#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8874- Sucumbência"
"1040";"10685- Correção Monetária#,8934- Valor da Causa#,9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10655- Honorários Advocatícios"
"1041";"14- DIREITO TRIBUTÁRIO#,5915- Isenção#,6033- Contribuições Sociais#,6039- PIS#,6035- Cofins"
"1042";"14- DIREITO TRIBUTÁRIO#,6089- Regimes Especiais de Tributação#,6092- SIMPLES"
"1043";"5986- Crédito Tributário#,6012- Alíquota#,6013- Alíquota Zero#,14- DIREITO TRIBUTÁRIO"
"1044";"6021- Procedimentos Fiscais#,14- DIREITO TRIBUTÁRIO#,6024- Liberação de mercadorias"
"1045";"6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,6009- Crédito Prêmio#,6035- Cofins#,6039- PIS"
"1046";"6033- Contribuições Sociais#,6039- PIS#,6035- Cofins#,5986- Crédito Tributário#,6009- Crédito Prêmio#,14- DIREITO TRIBUTÁRIO"
"1047";"6031- Contribuições#,6040- Funrural#,14- DIREITO TRIBUTÁRIO#,6033- Contribuições Sociais"
"1048";"6035- Cofins#,5981- Substituição Tributária#,10557- Exclusão - IPI#,14- DIREITO TRIBUTÁRIO#,6039- PIS"
"1049";"10154- Expurgos Inflacionários / Planos Econômicos#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1050";"5919- Incidência sobre Aposentadoria#,14- DIREITO TRIBUTÁRIO#,6048- Contribuições Previdenciárias#,5917- IRPF/Imposto de Renda de Pessoa Física"
"1051";"14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física#,5919- Incidência sobre Aposentadoria#,6048- Contribuições Previdenciárias"
"1052";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,6007- Repetição de indébito#,6039- PIS#,6035- Cofins"
"1053";"1156- DIREITO DO CONSUMIDOR#,6226- Inclusão Indevida em Cadastro de Inadimplentes#,899- DIREITO CIVIL#,7779- Indenização por Dano Moral"
"1054";"14- DIREITO TRIBUTÁRIO#,5987- Suspensão da Exigibilidade#,6020- Arrolamento de Bens#,5986- Crédito Tributário#,6019- Depósito Prévio ao Recurso Administrativo"
"1055";"14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias"
"1056";"9991- Responsabilidade da Administração#,9992- Indenização por Dano Moral#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1057";"10091- Terreno de Marinha#,10401- Taxa de Ocupação / Laudêmio / Foro#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1058";"10313- Reajustes de Remuneração#,Proventos ou Pensão#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1059";"1156- DIREITO DO CONSUMIDOR#,899- DIREITO CIVIL#,6226- Inclusão Indevida em Cadastro de Inadimplentes#,7779- Indenização por Dano Moral"
"1060";"10337- Sistema Remuneratório e Benefícios#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1061";"10295- Gratificação Incorporada / Quintos e Décimos / VPNI#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1062";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10370- Concurso Público / Edital#,10240- Posse e Exercício"
"1063";"10157- Organização Político-administrativa / Administração Pública#,10015- Fiscalização#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos"
"1064";"10219- Servidor Público Civil#,10317- Índice de 28,86% Lei 8.622/1993 e 8.627/1993#,10313- Reajustes de Remuneração#,Proventos ou Pensão#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1065";"9493- Capacidade Processual#,8842- Partes e Procuradores#,8919- Nulidade#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1066";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10009- Inquérito / Processo / Recurso Administrativo#,10158- FGTS/Fundo de Garantia por Tempo de Serviço"
"1067";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10157- Organização Político-administrativa / Administração Pública#,10158- FGTS/Fundo de Garantia por Tempo de Serviço"
"1068";"9494- Substituição da Parte#,8842- Partes e Procuradores#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8867- Substituição Processual"
"1069";"9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8960- Processo e Procedimento"
"1070";"9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8960- Processo e Procedimento#,10655- Honorários Advocatícios"
"1071";"4839- Sistema Financeiro da Habitação#,9580- Espécies de Contratos#,7708- Novação#,899- DIREITO CIVIL#,7681- Obrigações"
"1072";"10433- Indenização por Dano Moral#,10431- Responsabilidade Civil#,7699- Juros de Mora - Legais / Contratuais#,899- DIREITO CIVIL"
"1073";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução#,9160- Levantamento de Valor#,8960- Processo e Procedimento"
"1074";"10431- Responsabilidade Civil#,899- DIREITO CIVIL#,10433- Indenização por Dano Moral"
"1075";"4839- Sistema Financeiro da Habitação#,7947- Fatos Jurídicos#,899- DIREITO CIVIL"
"1076";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8919- Nulidade#,8893- Atos Processuais"
"1077";"6173- Pedidos Genéricos Relativos aos Benefícios em Espécie#,195- DIREITO PREVIDENCIÁRIO#,6175- Cumulação"
"1078";"10325- Regime#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão#,10333- Ex-combatentes#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10324- Militar"
"1079";"10325- Regime#,10333- Ex-combatentes#,10324- Militar#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1080";"6183- Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar)#,195- DIREITO PREVIDENCIÁRIO"
"1081";"10925- Provas#,1209- DIREITO PROCESSUAL PENAL"
"1082";"6094- Benefícios em Espécie#,195- DIREITO PREVIDENCIÁRIO#,6103- Salário-Maternidade (Art. 71/73)"
"1083";"195- DIREITO PREVIDENCIÁRIO#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas#,6094- Benefícios em Espécie"
"1084";"195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,6104- Pensão por Morte (Art. 74/9)#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas"
"1085";"6094- Benefícios em Espécie#,6104- Pensão por Morte (Art. 74/9)#,195- DIREITO PREVIDENCIÁRIO"
"1086";"287- DIREITO PENAL#,10612- Tipicidade#,3618- Crimes contra o Meio Ambiente e o Patrimônio Genético"
"1087";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10288- Sistema Remuneratório e Benefícios#,10354- Tempo de Serviço#,10291- Adicional de Insalubridade#,10219- Servidor Público Civil#,10220- Regime Estatutário"
"1088";"195- DIREITO PREVIDENCIÁRIO#,6107- Auxílio-Acidente (Art. 86)#,6094- Benefícios em Espécie"
"1089";"9098-  Cabimento#,9045- Recurso#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1090";"9148- Liquidação / Cumprimento / Execução#,9419- Execução Previdenciária#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1091";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8893- Atos Processuais#,8942- Extinção do Processo Sem Resolução de Mérito#,8938- Formação#,Suspensão e Extinção do Processo#,10938- Citação"
"1092";"8893- Atos Processuais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10938- Citação"
"1093";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução#,9258- Honorários Periciais#,8842- Partes e Procuradores"
"1094";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9163- Penhora / Depósito/ Avaliação#,9148- Liquidação / Cumprimento / Execução#,8874- Sucumbência#,8842- Partes e Procuradores"
"1095";"899- DIREITO CIVIL#,7617- Telefonia#,7771- Contratos de Consumo"
"1096";"8842- Partes e Procuradores#,9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1097";"8990- Provas#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8960- Processo e Procedimento"
"1098";"14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5917- IRPF/Imposto de Renda de Pessoa Física"
"1099";"5917- IRPF/Imposto de Renda de Pessoa Física#,5927- Incidência sobre 1/3 de férias (art. 7º#,XVII da CF)#,14- DIREITO TRIBUTÁRIO#,5916- Impostos"
"1100";"4897- Associação#,9981- Pessoas Jurídicas#,899- DIREITO CIVIL"
"1101";"5632- Prescrição e Decadência#,7947- Fatos Jurídicos#,899- DIREITO CIVIL"
"1102";"14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5953- IPVA - Imposto Sobre Propriedade de Veículos Automotores"
"1103";"9616- Empresas#,899- DIREITO CIVIL#,4993- Recuperação judicial e Falência"
"1104";"9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores"
"1105";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,8960- Processo e Procedimento#,9148- Liquidação / Cumprimento / Execução"
"1106";"9148- Liquidação / Cumprimento / Execução#,9149- Valor da Execução / Cálculo / Atualização#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10685- Correção Monetária"
"1107";"14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física#,6007- Repetição de indébito"
"1108";"10418- CNH - Carteira Nacional de Habilitação#,10417- Sistema Nacional de Trânsito#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1109";"195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,6120- RMI - Renda Mensal Inicial#,6105- Auxílio-Reclusão (Art. 80)#,6128- Limitação do salário-de-benefício e da renda mensal inicial"
"1110";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução#,9149- Valor da Execução / Cálculo / Atualização"
"1111";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão#,10346- Índice de 84,32% IPC março/1990"
"1112";"3603- Crimes Previstos na Legislação Extravagante#,287- DIREITO PENAL#,3632- Crimes de Trânsito"
"1113";"9532- Caução#,9196- Liminar#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9192- Tutela Provisória"
"1114";"5992- Prescrição#,5998- Lançamento#,5916- Impostos#,14- DIREITO TRIBUTÁRIO#,5953- IPVA - Imposto Sobre Propriedade de Veículos Automotores"
"1115";"6120- RMI - Renda Mensal Inicial#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas#,195- DIREITO PREVIDENCIÁRIO"
"1116";"7697- Correção Monetária#,7681- Obrigações#,7699- Juros de Mora - Legais / Contratuais#,7691- Inadimplemento#,899- DIREITO CIVIL"
"1117";"9580- Espécies de Contratos#,7770- Interpretação / Revisão de Contrato#,9607- Contratos Bancários#,899- DIREITO CIVIL#,7681- Obrigações"
"1118";"9580- Espécies de Contratos#,7681- Obrigações#,899- DIREITO CIVIL#,10585- Capitalização / Anatocismo#,4839- Sistema Financeiro da Habitação"
"1119";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,899- DIREITO CIVIL#,9616- Empresas#,9617- Espécies de Sociedades#,9623- Anônima"
"1120";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10051- Ensino Fundamental e Médio#,10312- Piso Salarial#,10219- Servidor Público Civil"
"1121";"5916- Impostos#,14- DIREITO TRIBUTÁRIO#,5945- IPI/ Imposto sobre Produtos Industrializados"
"1122";"9163- Penhora / Depósito/ Avaliação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução"
"1123";"10288- Sistema Remuneratório e Benefícios#,10357- Licença Prêmio#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10662- Abono de Permanência#,10219- Servidor Público Civil"
"1124";"287- DIREITO PENAL#,3419- Roubo#,3415- Crimes contra o Patrimônio#,5555- Crime Tentado"
"1125";"7942- Execução Penal e de Medidas Alternativas#,10637- Remição#,1209- DIREITO PROCESSUAL PENAL#,7791- Pena Privativa de Liberdade"
"1126";"3465- Estupro#,287- DIREITO PENAL#,3463- Crimes contra a Dignidade Sexual#,11417- Estupro de vulnerável#,10612- Tipicidade"
"1127";"899- DIREITO CIVIL#,9607- Contratos Bancários#,4964- Cédula de Crédito Rural#,5632- Prescrição e Decadência"
"1128";"4271- Suspensão#,1209- DIREITO PROCESSUAL PENAL#,4263- Ação Penal#,10602- Condicional do processo"
"1129";"899- DIREITO CIVIL#,7681- Obrigações#,9582- Alienação Fiduciária#,9580- Espécies de Contratos#,7724- REGISTROS PÚBLICOS#,7729- Tabelionato de Protestos de Títulos"
"1130";"8938- Formação#,Suspensão e Extinção do Processo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8939-  Suspensão do Processo"
"1131";"3415- Crimes contra o Patrimônio#,5555- Crime Tentado#,3416- Furto#,287- DIREITO PENAL"
"1132";"10431- Responsabilidade Civil#,7699- Juros de Mora - Legais / Contratuais#,10433- Indenização por Dano Moral#,899- DIREITO CIVIL"
"1133";"287- DIREITO PENAL#,3442- Crimes contra a Propriedade Intelectual#,3443- Violação de direito autoral"
"1134";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8960- Processo e Procedimento#,8990- Provas"
"1135";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10028- Serviços#,10029- Ensino Superior#,9992- Indenização por Dano Moral#,10045- Diplomas/Certificado de Conclusão do Curso#,9991- Responsabilidade da Administração"
"1136";"7942- Execução Penal e de Medidas Alternativas#,10602- Condicional do processo#,1209- DIREITO PROCESSUAL PENAL#,4271- Suspensão#,4263- Ação Penal#,7785- Prestação Pecuniária#,7790- Pena Restritiva de Direitos#,7787- Prestação de Serviços à Comunidade"
"1137";"10073- Concessão / Permissão / Autorização#,10028- Serviços#,10085- Água e/ou Esgoto#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1138";"287- DIREITO PENAL#,3574- Contrabando ou descaminho#,3523- Crimes contra a Fé Pública#,5872- Crimes Praticados por Particular Contra a Administração em Geral#,3529- Falsificação de papéis públicos#,10620- Parte Geral"
"1139";"287- DIREITO PENAL#,3416- Furto#,3415- Crimes contra o Patrimônio#,5555- Crime Tentado"
"1140";"899- DIREITO CIVIL#,7714- Pagamento Indevido#,9580- Espécies de Contratos#,7681- Obrigações#,7691- Inadimplemento#,7770- Interpretação / Revisão de Contrato#,7699- Juros de Mora - Legais / Contratuais#,1156- DIREITO DO CONSUMIDOR#,10585- Capitalização / Anatocismo#,9607- Contratos Bancários"
"1141";"7681- Obrigações#,9580- Espécies de Contratos#,4805- Previdência privada#,899- DIREITO CIVIL"
"1142";"7681- Obrigações#,9580- Espécies de Contratos#,9588- Corretagem#,899- DIREITO CIVIL#,5632- Prescrição e Decadência"
"1143";"899- DIREITO CIVIL#,4805- Previdência privada#,7681- Obrigações#,9580- Espécies de Contratos"
"1144";"4970- Cheque#,7717- Espécies de Títulos de Crédito#,7681- Obrigações#,7699- Juros de Mora - Legais / Contratuais#,7697- Correção Monetária#,899- DIREITO CIVIL"
"1145";"7681- Obrigações#,4805- Previdência privada#,899- DIREITO CIVIL#,9580- Espécies de Contratos#,7697- Correção Monetária"
"1146";"7681- Obrigações#,4805- Previdência privada#,9580- Espécies de Contratos#,899- DIREITO CIVIL"
"1147";"7717- Espécies de Títulos de Crédito#,7681- Obrigações#,4970- Cheque#,899- DIREITO CIVIL"
"1148";"14- DIREITO TRIBUTÁRIO#,5979- Responsabilidade tributária#,5980- Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante#,6011- Fato Gerador/Incidência"
"1149";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,9148- Liquidação / Cumprimento / Execução#,9493- Capacidade Processual"
"1150";"8842- Partes e Procuradores#,9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9493- Capacidade Processual"
"1151";"10448- Propriedade#,10432- Coisas#,5632- Prescrição e Decadência#,10467- Despesas Condominiais#,899- DIREITO CIVIL#,10463- Condomínio em Edifício#,7947- Fatos Jurídicos"
"1152";"195- DIREITO PREVIDENCIÁRIO#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas#,6120- RMI - Renda Mensal Inicial#,6121- RMI pelo art. 202 CF/88 (média dos 36 últimos salários-de-contribuição)"
"1153";"9580- Espécies de Contratos#,7691- Inadimplemento#,7699- Juros de Mora - Legais / Contratuais#,7681- Obrigações#,899- DIREITO CIVIL#,9607- Contratos Bancários#,10585- Capitalização / Anatocismo"
"1154";"1156- DIREITO DO CONSUMIDOR#,7779- Indenização por Dano Moral#,899- DIREITO CIVIL#,7947- Fatos Jurídicos#,5632- Prescrição e Decadência#,6220- Responsabilidade do Fornecedor#,7771- Contratos de Consumo#,7617- Telefonia#,7714- Pagamento Indevido#,9148- Liquidação / Cumprimento / Execução"
"1155";"10438- Dano Ambiental#,10431- Responsabilidade Civil#,899- DIREITO CIVIL"
"1156";"9607- Contratos Bancários#,899- DIREITO CIVIL#,9580- Espécies de Contratos"
"1157";"4305- Recurso#,1209- DIREITO PROCESSUAL PENAL"
"1158";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,9588- Corretagem#,10432- Coisas#,10496- Promessa de Compra e Venda"
"1159";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10655- Honorários Advocatícios#,9148- Liquidação / Cumprimento / Execução#,10683- Fato Superveniente ao Término do Prazo para Impugnação"
